Demand,Inventory,Workers,Working_Hours,Raw_Material,Production
713,372,34,8.8,1642,1506.0
1061,70,69,7.1,2185,2065.0
698,110,67,10.9,2306,1899.0
1156,313,38,10.7,948,1763.0
772,361,14,6.6,1279,1267.0
1632,139,71,11.7,1557,2543.0
1075,404,12,6.9,1141,1414.0
1905,202,32,8.0,1555,2281.0
912,335,74,10.8,2001,2095.0
1967,469,78,8.1,2402,2951.0
1299,95,29,6.5,741,1601.0
1221,265,27,6.3,1485,1683.0
999,281,42,9.5,1650,1814.0
1529,339,67,10.5,1799,2452.0
1204,112,31,11.1,2457,2063.0
1186,314,49,11.0,579,1805.0
864,82,43,8.1,570,1404.0
755,376,71,8.2,1843,1833.0
671,453,48,11.7,1041,1588.0
1611,80,44,9.3,1271,2159.0
1224,52,26,8.5,815,1595.0
841,416,60,7.3,1937,1818.0
1804,434,69,10.0,711,2454.0
1680,321,77,10.0,1622,2591.0
651,475,52,7.4,2011,1632.0
664,273,15,8.5,845,1136.0
1103,301,77,6.7,715,1865.0
1798,89,54,7.2,1942,2465.0
781,279,15,9.7,1612,1425.0
1291,242,51,6.5,1715,2001.0
1948,223,50,9.8,1308,2473.0
1135,249,51,11.0,1677,2045.0
972,366,62,11.4,1051,1848.0
1724,365,31,11.5,2073,2403.0
957,167,64,10.0,1609,1910.0
1967,241,56,10.0,1336,2586.0
1187,307,36,10.7,2276,2062.0
697,98,29,7.9,1451,1319.0
912,338,31,9.4,693,1430.0
969,176,45,8.9,2377,1910.0
1118,397,60,10.2,1123,1949.0
908,380,12,11.5,2329,1724.0
1610,410,58,9.8,2477,2603.0
780,216,15,8.1,841,1207.0
551,183,74,11.3,1138,1671.0
1054,128,43,10.6,2351,1981.0
1302,456,50,10.8,2454,2334.0
1008,188,74,8.1,1213,1926.0
1232,104,42,6.3,2176,1952.0
1879,148,27,6.4,1519,2156.0
1605,56,28,9.1,666,1863.0
1960,108,11,7.9,1367,2104.0
1363,348,69,11.1,1341,2289.0
533,105,65,10.7,1978,1713.0
1103,94,73,6.2,571,1745.0
1160,423,13,11.1,1814,1794.0
1705,151,31,6.0,1723,2101.0
505,130,72,11.5,2036,1798.0
516,285,72,7.0,2465,1744.0
855,189,21,8.2,2079,1504.0
800,179,71,7.5,2263,1924.0
867,310,14,11.4,1197,1463.0
1547,242,27,9.2,1132,1942.0
1685,157,51,7.7,690,2109.0
1686,297,45,8.8,2074,2407.0
1091,446,67,9.0,1282,1994.0
701,281,39,11.5,1788,1658.0
1749,288,69,9.4,2311,2704.0
546,415,78,9.8,1343,1728.0
1253,146,57,7.8,2223,2090.0
1447,307,43,7.3,1909,2105.0
1886,472,15,10.7,1258,2237.0
829,263,11,11.1,2164,1552.0
1601,368,79,6.0,2236,2557.0
1200,459,77,7.5,2319,2306.0
1902,422,54,12.0,1163,2584.0
1265,337,56,6.9,2146,2133.0
1746,349,64,10.2,2435,2763.0
1892,125,61,10.9,2300,2779.0
1424,256,79,11.0,1973,2525.0
1185,76,22,9.3,2206,1853.0
740,259,21,8.9,2044,1508.0
684,163,63,7.5,878,1493.0
762,187,36,11.6,877,1486.0
1107,157,53,8.7,1263,1829.0
658,222,31,6.0,1598,1317.0
1851,385,41,7.1,1969,2439.0
1900,297,51,7.2,2013,2564.0
1678,272,66,7.0,1181,2321.0
748,115,29,10.2,772,1342.0
907,267,10,11.6,1774,1554.0
1397,261,69,11.0,709,2145.0
1823,479,74,9.3,1422,2630.0
616,211,59,7.4,1076,1409.0
1693,109,30,9.2,754,1997.0
981,396,67,7.4,787,1740.0
1274,92,66,8.4,1764,2158.0
1395,112,30,9.4,1881,2004.0
543,484,34,12.0,1531,1465.0
580,116,33,11.5,611,1247.0
607,53,75,9.3,1256,1625.0
1941,487,66,12.0,2114,2856.0
1165,419,19,9.2,912,1618.0
1675,310,13,8.4,1289,1974.0
1180,266,29,8.3,719,1595.0
1552,303,58,11.6,999,2234.0
727,348,43,6.9,668,1316.0
1366,296,48,11.3,1151,2087.0
1043,212,68,8.3,1337,1927.0
1427,484,40,7.7,1476,1994.0
724,142,31,7.3,659,1177.0
1767,292,45,7.5,537,2114.0
1679,259,63,11.7,2073,2644.0
1318,460,29,9.6,719,1744.0
1412,195,28,7.2,2367,2036.0
816,445,42,10.4,1736,1708.0
1830,435,65,6.3,1272,2438.0
1402,331,31,11.8,1155,1997.0
1563,456,40,6.6,1602,2125.0
952,63,31,10.2,1946,1737.0
1021,215,31,12.0,2029,1861.0
1944,283,12,10.1,1666,2295.0
1201,384,61,8.5,1194,1957.0
1594,218,44,6.5,2212,2270.0
664,484,57,7.5,1632,1616.0
752,131,69,8.0,1388,1704.0
754,75,72,10.9,2204,1969.0
1418,368,28,7.8,1944,2002.0
1876,268,57,7.0,956,2319.0
1864,56,15,8.1,1300,2057.0
1119,371,17,11.1,906,1629.0
656,218,52,10.8,678,1432.0
1290,470,28,9.2,2140,2042.0
1031,109,25,8.6,1029,1486.0
1983,470,10,9.0,2153,2378.0
1146,207,60,7.2,749,1749.0
715,92,14,7.5,2309,1404.0
684,205,41,11.5,2210,1707.0
725,361,69,6.2,780,1519.0
1538,295,23,6.7,2063,1991.0
1624,284,10,11.4,2175,2162.0
1017,164,69,10.4,1497,2005.0
629,323,35,10.5,1286,1414.0
1070,350,66,9.0,2498,2176.0
1684,346,59,7.7,1118,2296.0
1958,422,54,7.9,1451,2492.0
566,106,10,7.4,2229,1263.0
1691,437,65,6.1,630,2218.0
1578,222,41,6.7,1980,2179.0
1616,224,51,7.5,1710,2262.0
1001,228,50,11.0,2348,2006.0
1504,332,14,7.9,1528,1850.0
1892,186,55,9.5,719,2370.0
1026,469,50,7.7,1186,1767.0
1921,183,28,7.8,1762,2309.0
1532,235,75,11.6,1670,2521.0
1998,78,21,9.5,2244,2440.0
1605,122,73,8.3,1553,2418.0
1180,143,33,6.9,883,1623.0
1445,341,74,11.5,2218,2585.0
586,377,49,11.3,1131,1515.0
1284,147,16,10.5,563,1620.0
610,382,24,10.1,1486,1383.0
1749,490,76,6.8,2103,2659.0
1577,252,40,11.8,574,2043.0
525,417,32,7.9,2025,1397.0
1123,392,15,10.1,1418,1613.0
1485,160,70,10.7,2066,2457.0
1325,127,69,6.3,541,1876.0
1345,439,15,11.4,1480,1877.0
1193,462,61,9.7,1272,2030.0
1789,102,74,11.9,717,2486.0
1639,171,76,6.5,2268,2554.0
1782,154,68,6.6,1814,2496.0
993,99,70,10.8,544,1834.0
1316,307,21,10.3,1572,1842.0
1473,424,39,9.6,1966,2205.0
537,306,15,7.0,758,951.0
965,187,32,6.3,2025,1613.0
1367,432,36,8.8,660,1811.0
1625,62,63,11.5,656,2240.0
1134,114,53,11.9,1145,1936.0
1600,53,75,8.8,1477,2419.0
1599,328,64,6.8,725,2144.0
974,406,40,10.3,1956,1888.0
1673,444,68,7.6,1365,2431.0
566,366,62,11.4,571,1488.0
1619,53,58,11.8,1459,2368.0
1172,113,17,9.5,1686,1665.0
1567,452,23,10.2,1877,2169.0
1517,126,36,8.8,2422,2212.0
766,142,40,6.7,1166,1347.0
803,130,62,8.0,1657,1730.0
1531,499,50,11.4,1189,2265.0
911,231,13,6.1,1764,1390.0
1725,92,53,10.1,2113,2515.0
1532,192,11,11.4,650,1807.0
1733,316,34,6.4,2248,2323.0
1692,287,27,11.6,728,2089.0
633,53,50,6.1,693,1237.0
1125,489,36,9.8,629,1652.0
1944,486,19,8.6,1191,2192.0
597,173,39,10.4,1762,1507.0
1679,471,55,7.5,618,2159.0
1791,245,68,7.2,2320,2652.0
1564,385,45,11.3,1287,2270.0
1166,457,50,6.9,1501,1910.0
1444,232,62,9.3,2047,2362.0
821,72,16,9.5,1296,1335.0
1040,180,28,10.8,539,1518.0
1870,321,23,10.0,1730,2346.0
1495,234,49,8.7,1155,2047.0
1580,375,60,10.6,844,2265.0
1896,473,47,6.6,1287,2350.0
1143,113,24,8.5,2131,1764.0
513,237,40,10.9,1144,1326.0
1547,200,59,8.9,1370,2263.0
1238,421,32,8.3,782,1679.0
1638,249,48,7.7,1379,2182.0
1827,242,52,10.3,1157,2403.0
719,356,29,11.5,645,1328.0
1961,409,41,7.8,553,2257.0
1316,262,34,8.3,1008,1760.0
712,416,75,9.8,520,1675.0
1763,133,19,9.5,854,1986.0
1786,444,64,6.0,2075,2536.0
1175,252,32,6.1,2027,1806.0
1833,192,74,6.6,502,2345.0
795,308,38,9.7,2349,1770.0
1917,262,19,7.6,836,2001.0
958,447,56,10.1,1199,1840.0
1212,105,14,8.0,996,1514.0
1982,164,40,10.2,2127,2643.0
1804,463,30,11.8,2396,2560.0
796,280,26,7.0,2033,1513.0
1848,379,63,9.3,1013,2476.0
699,231,74,9.9,1386,1783.0
856,152,41,7.1,1281,1474.0
1534,290,13,9.0,2330,2076.0
1105,459,51,8.3,2255,2037.0
1825,321,30,6.9,2366,2360.0
902,471,76,10.8,2440,2236.0
1292,312,18,8.6,816,1642.0
578,50,62,11.4,2305,1821.0
1520,202,29,8.3,987,1913.0
574,145,17,7.0,1910,1232.0
1391,279,48,6.1,1441,1993.0
932,367,28,12.0,1488,1685.0
1899,228,15,6.7,2037,2192.0
513,286,24,9.7,1707,1306.0
1145,401,17,10.1,1555,1723.0
1082,207,45,10.9,2069,1981.0
1473,260,18,8.6,2281,2043.0
1550,166,54,6.6,775,1997.0
1803,409,75,7.4,520,2383.0
992,489,69,7.2,2431,2108.0
506,442,50,8.1,2352,1593.0
693,375,21,10.9,1005,1322.0
1412,66,40,8.5,995,1862.0
1802,115,50,7.0,1787,2366.0
533,163,62,10.3,522,1330.0
1956,444,72,9.0,791,2592.0
748,112,11,11.2,910,1232.0
1378,115,58,11.8,1007,2142.0
601,157,55,7.6,1017,1417.0
532,307,13,11.1,516,1053.0
1010,95,45,11.5,1726,1907.0
988,187,18,7.6,1963,1548.0
1721,459,60,9.9,1220,2421.0
1677,55,41,6.2,1674,2147.0
922,435,48,10.6,2456,2014.0
1107,140,56,8.7,857,1807.0
1589,170,34,10.6,1612,2198.0
961,146,29,10.0,2241,1797.0
1314,247,73,9.8,1514,2259.0
682,201,32,9.7,1829,1478.0
1546,76,44,8.7,649,1937.0
1776,128,15,8.3,2042,2169.0
1012,304,11,8.1,1758,1541.0
530,346,23,7.5,1367,1194.0
1648,346,26,6.7,619,1850.0
1739,436,28,9.5,1731,2288.0
1852,246,28,9.7,2430,2483.0
1053,146,22,9.0,1916,1701.0
1062,360,61,6.6,1961,1957.0
754,81,67,10.2,1011,1661.0
711,256,11,11.2,558,1177.0
1399,71,45,11.2,2158,2242.0
1959,324,32,8.1,1949,2429.0
984,225,33,6.7,2359,1733.0
1777,247,25,7.2,1622,2152.0
1997,339,56,11.7,1295,2662.0
1960,302,25,10.3,1893,2479.0
1357,76,75,11.4,785,2173.0
1494,227,51,9.3,1326,2160.0
657,201,59,6.2,750,1398.0
1901,59,76,9.1,1271,2603.0
1056,260,60,8.3,1231,1858.0
1109,486,27,8.4,1486,1741.0
1731,255,53,8.8,606,2179.0
1277,235,63,6.6,959,1961.0
1057,59,49,10.1,1768,1871.0
1061,165,51,11.7,1581,1959.0
1638,412,27,9.2,1655,2144.0
1432,404,63,11.1,1676,2384.0
657,209,39,7.1,1800,1447.0
626,128,68,9.6,2494,1817.0
958,69,11,10.2,1525,1503.0
1116,101,39,9.3,1433,1806.0
1771,401,23,9.4,1677,2253.0
1255,435,51,10.8,1092,2041.0
992,306,62,7.2,1502,1831.0
971,360,11,8.8,910,1347.0
1191,269,12,10.7,1608,1715.0
1542,275,37,11.5,1477,2207.0
978,244,20,6.2,1990,1575.0
1237,398,45,10.3,717,1873.0
862,260,45,11.1,2491,1942.0
1344,332,15,6.5,1130,1640.0
1095,262,67,11.5,529,1955.0
1655,111,33,11.9,1427,2197.0
